#daily flow (m3),P (mg),N (mg)
2.0621905801320623e6,4.535901418781449e8,7.870474532152993e9
2.5431221463719704e6,5.570624616342369e8,9.665875671276276e9
1.9092393115614345e6,3.4019048958795446e8,5.902819169076964e9
1.5560973061185484e6,2.502679529655544e8,4.342527246896424e9
1.9210607107483805e6,3.875885718645052e8,6.725247535544199e9
2.6067928106942493e6,5.813994117450997e8,1.0088158539340197e10
2.879117185993429e6,6.453095054258274e8,1.1197095260449116e10
2.9689175106173707e6,5.490825047588911e8,9.527411358328398e9
2.9985296167452415e6,5.54808686978663e8,9.62676927457537e9
2.9679765409505223e6,5.469653468408586e8,9.49067546851072e9
2.954601455267023e6,5.443789662065984e8,9.445797855368351e9
2.950190953875321e6,5.435260942582006e8,9.430999238005861e9
1.975736618926649e6,2.8349053051722574e8,4.9189891810782995e9
1.518594625514945e6,1.9315640554088503e8,3.351555578869161e9
1.3095575634758798e6,1.536322365483565e8,3.512325649295587e9
2.0144328727793773e6,8.602576641964526e8,1.966712928773433e10
2.6705833095403537e6,1.1848647459523728e9,2.7088265663858414e10
2.9001524219983225e6,1.2919055544914093e9,2.9535422496302624e10
2.896033307695893e6,1.2806524878710456e9,2.927815595243183e10
1.9277554209616836e6,6.518585400647252e8,1.4902728238686193e10
2.523198965042558e6,1.1161440925851724e9,2.551718059160538e10
2.8515516973446854e6,1.2506704809420023e9,2.8592710148086655e10
2.9598276528829862e6,1.30041732500483e9,2.9730017788064816e10
2.99553219069979e6,1.316821595613918e9,3.0105050669918037e10
3.007305940599975e6,1.3222309858835063e9,3.022871963821393e10
1.8717629334224164e6,4.4187201117887384e8,1.0102036092411411e10
1.3175688923618088e6,1.4586886780655098e8,3.3348402479931035e9
1.8667702451244206e6,7.614340552798539e8,1.7407833295226444e10
2.2745849462575396e6,4.0875726358093125e8,9.424608155267332e9
1.6003215532278824e6,1.9303622662855473e8,4.45078524062803e9
1.398129175938486e6,1.8068737893508404e8,4.1660611242650313e9
2.3214344708447866e6,4.339996184165779e8,1.0006614456899902e10
2.7817187902302956e6,5.275402782807421e8,1.2163356720222013e10
2.9367999025341e6,5.583857786591469e8,1.287455326722125e10
2.3547104200092535e6,4.0478912100187016e8,9.333115740957054e9
2.653470013040371e6,3.8391486582054645e8,8.851823558174633e9
2.887909114601272e6,4.2292739293991804e8,9.751325081464432e9
2.8919960158540667e6,4.2048529161551934e8,9.69501819689366e9
2.3073681996902567e6,3.0323280209183335e8,6.9915585462701435e9
2.4142652784654056e6,3.380342824644319e8,7.7939670780760355e9
2.789229820251906e6,4.077980411336814e8,9.402491616909412e9
2.939276702245693e6,4.308029894369772e8,9.932910627672304e9
2.988755411953737e6,6.085107029097043e8,1.158990139200123e10
3.00507126391842e6,6.119829660446193e8,1.1656035294245373e10
2.325981160023159e6,4.227370124006926e8,8.051592626137016e9
2.717216960782779e6,5.507231625622122e8,1.0489260283946455e10
1.8395730865402184e6,2.723669747546109e8,5.187593849622142e9
2.4043995536447624e6,4.7989128725686234e8,9.140172344697262e9
2.725956207847854e6,5.483234671143911e8,1.044355486992811e10
1.739129618267274e6,2.3372946897293243e8,4.451690799928405e9
2.3678799490727508e6,4.96390444360294e8,9.454420891132908e9
2.496920397232525e6,5.095299154029731e8,9.704679716490501e9
2.4823801102378704e6,5.0406184797505105e8,9.600533048253782e9
2.768073154639982e6,5.855338982434907e8,1.1152277371402525e10
2.929000129810549e6,6.236097531225445e8,1.1877483027365921e10
2.651261012022955e6,5.41680244965807e8,1.031702580600354e10
2.8640802924391893e6,5.910096183243259e8,1.2472294436843348e10
1.9649497439185628e6,3.166669103433355e8,6.682738862026723e9
2.3155414065347128e6,4.594835661250855e8,9.69665153987049e9
2.7632752420679647e6,5.692238340591091e8,1.2012540978576916e10
2.930718050293091e6,6.054112362112931e8,1.2776217102539448e10
2.9859331536713387e6,6.173442130408301e8,1.3028043123489824e10
3.004140610135946e6,6.212791718260845e8,1.3111084013256872e10
2.9698267940811673e6,5.321764052166169e8,1.1230715393467741e10
2.995529401367588e6,5.388906944737921e8,1.1372409521538034e10
3.0073050208037323e6,5.411047649338858e8,1.1419133868868456e10
3.0111880902015856e6,5.418348657404635e8,1.1434541456064806e10
3.0124685517543983e6,5.42075620132599e8,1.143962218499472e10
3.0128907903549084e6,5.421550100973961e8,1.1441297580767614e10
3.0130300256450037e6,5.4218118933531e8,1.144185005090223e10
3.013075939178215e6,6.342728945261644e8,1.1252848878354801e10
3.0130910793954004e6,6.342762246821206e8,1.125290795977234e10
2.0289997996762274e6,3.3857738123186934e8,6.006815264394341e9
3.125157943754258e6,3.133351048969787e8,5.558983544966391e9
1.5186240998880486e6,2.2191561922819036e8,3.9370796836381946e9
2.3948859781847605e6,4.9829935099198234e8,8.840496482328789e9
1.6218514034138613e6,1.851881119762254e8,3.2854846173003983e9
1.680628124596034e6,3.191920738450069e8,5.662894002162601e9
2.3891929732134333e6,5.2678658851049536e8,9.345898150166262e9
2.2751568349585785e6,4.714731933288442e8,8.364564591221055e9
2.6017420693740416e6,5.770020492040983e8,1.0236787537713266e10
2.8675515103435507e6,6.468934415301315e8,1.1476754250038563e10
1.8645226718096149e6,2.136849961991292e8,3.7910574305669465e9
1.2598642360406304e6,7.083234491582526e7,1.256660468886559e9
2.0046463618400309e6,4.528744010375254e8,9.197356220784992e9
2.300019503696309e6,5.1094652413422763e8,1.0376733993946848e10
2.7449565923950677e6,6.454402044173367e8,1.3108145361368393e10
2.924677383953579e6,6.897901680811594e8,1.4008841919311504e10
2.7525220606217906e6,3.2379083663310736e8,6.5758180606325035e9
2.4948647796676913e6,5.837246805155424e8,1.1854774324328613e10
2.086019596698993e6,4.2356319072982025e8,8.602079380573458e9
2.628188266809781e6,5.18793361387245e8,1.053609419902178e10
2.7676567917107884e6,5.415164284184608e8,1.0997573455601685e10
2.922262719758289e6,5.798489532119699e8,1.177606277749816e10
2.9831449661431606e6,5.924892949600439e8,1.2032773524546686e10
2.8097113740722598e6,5.46092234035165e8,1.1090502784699291e10
3.318756513334022e6,3.463473107429299e8,7.033914007318087e9
2.571964427169196e6,5.050424227929036e8,1.0256828512260609e10
2.864332296205431e6,5.644705131584843e8,9.933598974838736e9
2.964042119271911e6,5.850500475894974e8,1.029575933106832e10
1.828433433808378e6,2.37063829602029e8,4.17186896358727e9
2.4409462008724315e6,4.770860563561848e8,8.395800045978753e9
1.6461364396506608e6,1.684561108323842e8,2.9645046302003465e9
2.3313320131922583e6,4.544623179910323e8,7.997665619126947e9
2.7882826104631517e6,5.487742950922111e8,9.657375625598528e9
1.9865268794958817e6,3.799088397990921e8,6.685667317578486e9
2.5623794842873407e6,6.093571355220468e8,1.0723517483424267e10
2.864471669503809e6,6.850188584864166e8,1.2055018768527489e10
2.9640880783140445e6,7.099686900112028e8,1.2494087976005173e10
1.8717378374054935e6,2.3586015951706216e8,4.1506866774565625e9
1.1875345022367043e6,9.707966175873627e7,1.708415950956001e9
3.061026656050586e6,3.181698255272657e8,5.599179016450918e9
2.4810937476654113e6,4.903106584861877e8,1.0275337448045956e10
2.83766729135027e6,5.64654171969468e8,1.1833338839393597e10
2.9552492005716963e6,5.89169317325621e8,1.2347097589611477e10
2.9940224231537245e6,5.972533091047891e8,1.2516512106755861e10
2.3735798323481125e6,4.2825062803771514e8,8.9747584297091e9
2.73951297331266e6,5.441895665726064e8,1.1404466404021526e10
2.922882323338119e6,5.824210113544052e8,1.2205674759296114e10
2.98334928352219e6,6.022407599739528e8,1.2621033066680395e10
3.0032885660325685e6,6.064483771451628e8,1.2709211215652027e10
3.0098636441548746e6,6.078358599492738e8,1.2738288401246199e10
3.012031809047064e6,6.082933893426027e8,1.2747876748608194e10
3.0127467722630557e6,6.084442619481155e8,1.2751038554101254e10
1.9370255197931193e6,2.906357528936144e8,6.090792406326845e9
2.3978400051164473e6,4.7235026159807026e8,9.898945184218716e9
2.8003137849592264e6,5.3043830258335626e8,2.0236981136078777e10
2.9429316950378157e6,5.587621381602032e8,2.131757603934743e10
2.9899606641052207e6,5.681020645865531e8,2.167390761265553e10
3.005468701842726e6,5.71181952033751e8,2.179140973093515e10
3.010582554840932e6,5.72197560321697e8,2.1830156642055088e10
2.187777572397106e6,2.020885805657627e8,7.709968855583543e9
2.397738976411837e6,4.504871752782819e8,1.7186731093423225e10
2.810180638679895e6,5.178432211486737e8,1.9756460735949883e10
2.94618533939543e6,5.441152682963551e8,2.075877697130555e10
2.991033569603319e6,5.527786072273831e8,2.108929576240496e10
3.0058224977962254e6,5.556353865644474e8,2.119828598666392e10
3.954668829224754e6,4.141516900343162e8,1.5800480278066898e10
2.2180708717384203e6,3.7253458229812074e8,1.4212727998312933e10
2.6981332843069206e6,4.9619901796030915e8,1.8930703377374596e10
2.9092371639524754e6,3.4355757232442486e8,1.438666571112638e10
2.978849723976593e6,3.521609828451739e8,1.474693834403672e10
3.0018048137705266e6,3.54998000489252e8,1.4865740046429052e10
3.009374369426359e6,3.559335212450498e8,1.490491550190926e10
3.011870468258518e6,3.5624201389272696e8,1.491783380426669e10
3.012693569331182e6,3.5634374088604176e8,1.492209367907229e10
3.012964991026146e6,3.563772858708147e8,1.4923498394092682e10
2.9727366778096245e6,4.080069710938019e8,1.7085520372092876e10
2.445383210820166e6,3.104492094401085e8,1.3000234476801758e10
2.773090664887129e6,3.806983548284464e8,1.594195677492059e10
2.933954735053734e6,4.038633618297359e8,1.6912004414006672e10
2.0345629910724605e6,2.2534926458767074e8,9.436626635635653e9
2.5782196323038726e6,3.526362224363942e8,1.4766839268022535e10
2.8696950375273777e6,3.946097333373256e8,1.6524503539452967e10
2.7004552585864514e6,2.815650408621973e8,1.5479645970154858e10
2.8869024535535495e6,3.104422962255099e8,1.7067235424602114e10
2.9714847415287243e6,3.19964715594048e8,1.759075098659426e10
2.9195554967873823e6,3.118650863399334e8,1.7145456382692898e10
2.9756521335357665e6,3.204338877495211e8,1.761654473870048e10
2.9604325764540187e6,3.175937710423578e8,1.7460403191418243e10
2.8360218805372776e6,3.0020738261668354e8,1.6504548953602e10
2.9415063935392327e6,3.028009288984492e8,1.6647134759446384e10
2.989490663808262e6,3.0796779478882027e8,1.6931194366112389e10
3.005313716894376e6,3.0967159465518904e8,1.702486444196635e10
3.010531447779149e6,3.1023343118166983e8,1.7055752617914589e10
3.012252020631792e6,3.104186995859694e8,1.7065938148402431e10
3.0128193881343775e6,3.1047979276879734e8,1.7069296878017696e10
3.0130064804057074e6,3.1049993855135626e8,1.7070404435905027e10
3.0130681750178095e6,3.0018724810557187e8,1.6965166348679544e10
2.933267841935316e6,2.897964751684062e8,1.6377928907772736e10
2.980173847922469e6,2.967629565828681e8,1.6771641554819508e10
3.0022414502635007e6,2.990601886680168e8,1.6901470269103752e10
1.9824918606932322e6,1.522747409914816e8,8.605849608621756e9
2.5445486359229963e6,2.5141447700454187e8,1.4208759538474049e10
2.858591858085241e6,2.841063007435076e8,1.6056347107477686e10
2.962149181094378e6,2.6392192823404014e8,1.4915621645527344e10
2.9962977262372435e6,2.6710350478702247e8,1.5095429334937994e10
3.007558379771823e6,2.681526455661388e8,1.5154721819722795e10
3.011271636588338e6,2.684986049847084e8,1.517427381309682e10
3.0124961015932383e6,2.6861268683309287e8,1.518072118068962e10
3.0128998750520404e6,2.686503058931105e8,1.5182847232396032e10
3.0130330213693143e6,2.686627109662807e8,1.5183548308578413e10
3.013076927033288e6,3.6103615834408563e8,1.750623099076558e10
3.013091405145551e6,3.610379710143294e8,1.7506318885075512e10
3.0130961793754734e6,3.6103856875140727e8,1.750634786866376e10
2.094795389565234e6,2.059719554317953e8,9.98734488519618e9
1.636107723530639e6,1.4478504767130083e8,7.0204616074137335e9
1.525224594910467e6,1.3466127539175344e8,6.529571451600704e9
1.3898363695091023e6,1.0893985868420134e8,5.282369331022522e9
1.4308151597532483e6,1.2168816600428753e8,5.900520193557457e9
2.3857308779334114e6,2.7984052275398463e8,1.3569147351825348e10
2.806220908155243e6,3.319920532975197e8,1.6097915507360006e10
1.8802787621614274e6,1.6502117489610362e8,8.001688305539333e9
2.1336065321622663e6,2.361586616638714e8,1.1451063795160494e10
2.649763266938032e6,3.11346100985175e8,1.5096816858787048e10
2.205516515009331e6,2.3142415568793133e8,1.1221493007508316e10
1.7591907775204782e6,1.2281932484291819e8,6.626084981634263e9
2.453696564190487e6,2.1705293146662974e8,1.1709974560193602e10
2.8253328769415477e6,2.5284690076226225e8,1.3641054076273066e10
2.951181865737153e6,2.646501411398301e8,1.427783720385049e10
2.992681199151668e6,2.6854231868124753e8,1.4487819624662727e10
3.006365811879436e6,2.698257836899502e8,1.4557062378028248e10
3.0108783813619018e6,2.7024901269505984e8,1.4579895522227139e10
3.012366423715688e6,3.0958166859447205e8,1.67018866736702e10
2.3283867754487284e6,2.1356567498120764e8,1.1521837572348124e10
1.98504914407436e6,1.7454749833341706e8,9.416812531481478e9
1.6457553356749262e6,1.262916830804186e8,6.813418211138514e9
2.4500083635453777e6,2.4919357130611873e8,1.344395747544681e10
2.827416730481555e6,2.8972108356953e8,1.5630410956566658e10
2.9518690268631303e6,3.030852334127339e8,1.635140492621776e10
