0,0.00405,0.02155,0.04325,0.0703,0.10625,0.14265,0.19645,0.2403,0.2785,0.36485,0.4301,0.39915,0.4589,0.50285,0.54045,0.5685,0.5673,0.56025,0.5522,0.5444,0.533,0.5249,0.5168,0.50905,0.4981,0.49155,0.4826,0.47225,0.4629,0.45755,0.44865,0.4409,0.43305,0.4253,0.42015,0.4054,0.4045,0.3909,0.3874,0.38175,0.3753,0.3705,0.36405,0.3585,0.3531,0.34685,0.34415,0.3373,0.33595,0.3299,0.3241,0.321,0.3138,0.3076,0.30595,0.30215,0.2985,0.29165,0.289,0.2875,0.28195,0.27225,0.2738,0.26325,0.2628,0.2568,0.25535,0.251,0.24975,0.2433
0,0.00815,0.0298,0.06455,0.10535,0.15305,0.2044,0.22495,0.2616,0.3094,0.33005,0.37835,0.42465,0.47465,0.4999,0.5287,0.55915,0.5691,0.5845,0.58875,0.58895,0.5978,0.59785,0.59455,0.58865,0.58665,0.57915,0.5816,0.574,0.57945,0.5733,0.5756,0.56045,0.5574,0.551,0.55705,0.55555,0.55715,0.55715,0.55735,0.5629,0.5611,0.5633,0.56185,0.5573,0.5619,0.56145,0.56175,0.5651,0.5731,0.57215,0.5801,0.5791,0.5867,0.58005,0.5833,0.58935,0.59125,0.59205,0.59335,0.596,0.5943,0.60265,0.60955,0.609,0.6027,0.6112,0.6135,0.6043,0.61485,0.61745
0,0,0.0008,0.0019,0.0063,0.0107,0.01755,0.02175,0.02845,0.03555,0.0409,0.04545,0.05125,0.06205,0.06645,0.0736,0.0804,0.08395,0.09845,0.1071,0.1168,0.1252,0.1356,0.1477,0.15885,0.163,0.16605,0.1673,0.1683,0.1695,0.172,0.173,0.1735,0.1743,0.1736,0.17435,0.1744,0.1734,0.17335,0.1746,0.173,0.17265,0.17675,0.17725,0.1825,0.178,0.17565,0.1771,0.17785,0.17695,0.1778,0.17685,0.17805,0.1751,0.17785,0.17985,0.1788,0.1787,0.1782,0.1795,0.1774,0.1726,0.171,0.1746,0.16855,0.1689,0.1712,0.17175,0.17295,0.1699,0.1699
0.00125,0,0.00305,0.0087,0.0167,0.02895,0.04245,0.05485,0.073,0.0931,0.1148,0.13455,0.13145,0.1825,0.2323,0.25335,0.2733,0.28445,0.31305,0.32515,0.34125,0.3491,0.3548,0.3567,0.35845,0.3603,0.3619,0.3583,0.36065,0.362,0.36655,0.3643,0.35975,0.3605,0.3584,0.35975,0.35855,0.3538,0.3487,0.3515,0.34335,0.33745,0.3355,0.3293,0.3324,0.32975,0.32105,0.32595,0.31965,0.3208,0.32,0.3193,0.31685,0.31645,0.31825,0.31885,0.31645,0.32315,0.32405,0.31965,0.3195,0.31865,0.3196,0.32595,0.3159,0.31865,0.32125,0.32475,0.3266,0.32655,0.32355
0.00665,0,0.0061,0.0251,0.0529,0.08925,0.1329,0.16075,0.2022,0.2305,0.29515,0.30815,0.3821,0.4252,0.46635,0.50435,0.5316,0.55855,0.5842,0.6064,0.61325,0.62635,0.636,0.6398,0.64855,0.6505,0.6474,0.6553,0.64825,0.65535,0.6467,0.63335,0.6375,0.6375,0.62675,0.63405,0.6325,0.63315,0.6156,0.61345,0.61345,0.60605,0.6093,0.60525,0.59805,0.5921,0.59185,0.59595,0.5977,0.6048,0.59345,0.5982,0.59615,0.60005,0.5853,0.58585,0.5961,0.5954,0.5998,0.60105,0.6042,0.5954,0.60385,0.6055,0.60135,0.59625,0.6009,0.6066,0.5982,0.61065,0.61425
0,0.0043,0.01695,0.0344,0.0578,0.0893,0.12625,0.1548,0.2003,0.23725,0.28735,0.29475,0.33945,0.39055,0.419,0.4451,0.48005,0.50685,0.52255,0.55305,0.57175,0.59995,0.61515,0.6322,0.6436,0.65285,0.65825,0.6651,0.6651,0.6698,0.66225,0.66495,0.6624,0.65815,0.64575,0.6472,0.63985,0.6364,0.6282,0.62535,0.6243,0.6174,0.6173,0.61555,0.6052,0.60775,0.60255,0.59985,0.5998,0.59835,0.5978,0.6021,0.6001,0.6085,0.6019,0.60405,0.6089,0.61435,0.611,0.60745,0.6057,0.6019,0.60705,0.61285,0.60925,0.604,0.6174,0.61495,0.6065,0.6132,0.6132
0.0007,0.0021,0,0.00195,0.00265,0.006,0.00875,0.00875,0.01155,0.01525,0.02135,0.02685,0.03645,0.04705,0.05435,0.06645,0.08005,0.0902,0.1051,0.11055,0.1199,0.12785,0.1375,0.14245,0.1474,0.14995,0.1553,0.1565,0.1582,0.16135,0.16355,0.1623,0.1589,0.1559,0.15335,0.15805,0.15725,0.15865,0.1534,0.1581,0.1544,0.1544,0.15385,0.14965,0.15295,0.15095,0.14655,0.1469,0.1454,0.145,0.1455,0.1464,0.14325,0.1437,0.14235,0.1408,0.14045,0.1459,0.14575,0.14135,0.14055,0.1397,0.1401,0.1422,0.1373,0.13785,0.13945,0.137,0.1377,0.13745,0.13585
0.0018,0.0012,0,0.00045,0.002,0.00545,0.0091,0.0107,0.0133,0.0168,0.02165,0.02495,0.0297,0.036,0.0364,0.0372,0.0424,0.0479,0.0545,0.0588,0.0645,0.07175,0.07895,0.0868,0.09345,0.1026,0.11165,0.1208,0.13125,0.14165,0.1537,0.167,0.1827,0.1954,0.16195,0.1757,0.18905,0.19935,0.2133,0.22995,0.2442,0.26045,0.27775,0.29155,0.2919,0.29975,0.30685,0.32045,0.32705,0.3446,0.35195,0.36165,0.37125,0.37775,0.39585,0.40175,0.4081,0.4168,0.4247,0.42665,0.4314,0.43205,0.4342,0.4438,0.43495,0.43645,0.43875,0.44305,0.4393,0.4336,0.4275
0.0042,0.00305,0,0.00145,0.00415,0.00655,0.0132,0.01435,0.0208,0.02825,0.03695,0.04315,0.0547,0.07145,0.0876,0.10635,0.12235,0.13965,0.16465,0.18595,0.2115,0.237,0.2638,0.2876,0.31225,0.33385,0.35555,0.36935,0.386,0.3987,0.4124,0.42225,0.43025,0.4337,0.43715,0.44335,0.45805,0.4521,0.45505,0.4644,0.4612,0.4668,0.47475,0.4847,0.4983,0.48695,0.4884,0.48715,0.4901,0.49815,0.50175,0.5067,0.5078,0.50165,0.5159,0.5186,0.5123,0.51365,0.52005,0.5157,0.524,0.5162,0.51855,0.52525,0.51965,0.5183,0.5251,0.52905,0.52605,0.5183,0.5221
0.0031,0.00225,0.00115,0,0.0011,0.0051,0.01,0.01375,0.018,0.02305,0.02755,0.0332,0.0393,0.04745,0.0472,0.05045,0.0575,0.0648,0.0728,0.0809,0.08755,0.09365,0.09915,0.10615,0.1092,0.11,0.1102,0.1099,0.10885,0.1099,0.1105,0.1092,0.1116,0.11235,0.1133,0.11635,0.1135,0.11875,0.10965,0.1136,0.11265,0.1114,0.11475,0.11365,0.1185,0.11805,0.1176,0.12035,0.1184,0.1235,0.125,0.1183,0.1236,0.1209,0.1174,0.11965,0.11945,0.12025,0.12265,0.12675,0.12715,0.1256,0.1224,0.12655,0.11245,0.1236,0.1225,0.1272,0.12895,0.12795,0.12885
0.002,0.0013,0,0,0.0012,0.0036,0.0062,0.0059,0.0077,0.0095,0.0112,0.0109,0.0134,0.0165,0.0166,0.0183,0.0215,0.0222,0.0234,0.0243,0.0261,0.0276,0.0293,0.0311,0.0315,0.0333,0.0342,0.0364,0.0386,0.0398,0.0428,0.0452,0.0491,0.0521,0.0555,0.06,0.065,0.0723,0.0788,0.0876,0.0999,0.1111,0.1309,0.1454,0.1692,0.195,0.2234,0.2587,0.294,0.33,0.3744,0.4153,0.4572,0.4964,0.5294,0.5607,0.6002,0.6229,0.644,0.6615,0.6737,0.68,0.6916,0.699,0.5808,0.5759,0.5821,0.5836,0.5742,0.5717,0.57
0.0029,0.0028,0.0014,0,0.0014,0.0035,0.0055,0.0046,0.0049,0.0062,0.0075,0.0049,0.0062,0.0095,0.0081,0.01,0.0124,0.0093,0.0137,0.0133,0.0164,0.0136,0.018,0.0179,0.0194,0.0198,0.0216,0.0247,0.0253,0.0272,0.0347,0.0379,0.0406,0.0435,0.0474,0.057,0.0663,0.0807,0.0958,0.1222,0.1486,0.1865,0.2273,0.2804,0.344,0.3935,0.4481,0.5075,0.5535,0.5997,0.6487,0.6848,0.7139,0.7486,0.7699,0.7864,0.8075,0.8122,0.8189,0.8255,0.8309,0.8291,0.8267,0.8322,0.8178,0.8248,0.8342,0.8287,0.8284,0.8265,0.8193
